,Open,High,Low,Close,Volume
2020-12-30,37.48,38.03,37.42,37.51,860030
2020-12-31,37.51,38.22,37.51,38.03,891550
2021-01-04,38.22,38.57,38.15,38.57,1147400
2021-01-05,38.38,39.21,38.25,38.99,967500
2021-01-06,39.34,39.34,38.6,38.79,995500
2021-01-07,38.54,38.76,38.28,38.63,1118100
2021-01-08,38.63,39.31,38.63,38.95,1277600
2021-01-11,39.02,40.42,39.02,40.36,1504500
2021-01-12,40.36,40.42,39.94,40.36,1352600
2021-01-13,40.36,40.81,40.33,40.36,1101300
2021-01-14,40.36,41.03,40.3,40.9,1433000
2021-01-15,40.94,41.03,40.71,40.87,845000
2021-01-18,40.87,40.94,40.36,40.42,768800
2021-01-19,40.2,40.42,37.74,38.38,1659900
2021-01-20,38.7,39.27,37.1,39.27,1682900
2021-01-21,39.82,40.26,39.27,39.98,1034000
2021-01-22,39.98,40.74,39.91,40.68,1422700
2021-01-25,40.71,42.34,40.68,42.22,2134100
2021-01-26,42.5,42.7,41.61,42.22,1356200
2021-01-27,42.06,43.14,41.93,42.7,2106900
2021-01-28,40.14,41.64,39.72,39.72,1843300
2021-01-29,39.5,42.44,38.06,42.44,2812400
2021-02-01,41.58,41.86,39.5,39.56,2508200
2021-02-02,39.34,41.03,38.54,40.94,1400700
2021-02-03,40.94,41.35,39.69,40.78,1798800
2021-02-04,40.78,41.86,40.14,41.1,1597800
2021-02-05,41.1,41.99,40.94,41.74,1479700
2021-02-08,41.58,41.67,40.23,41.1,1952500
2021-02-09,40.94,41.58,40.3,41.42,1326800
2021-02-17,41.74,44.13,41.74,44.13,2121400
2021-02-18,44.13,44.74,43.53,44.61,1550600
2021-02-19,44.17,44.45,43.81,44.01,727200
2021-02-22,43.81,44.1,43.24,43.81,996100
2021-02-23,43.65,44.39,42.54,43.56,1867800
2021-02-24,43.81,43.97,42.7,42.79,1009200
2021-02-25,43.17,43.43,42.57,43.4,659600
2021-02-26,42.7,43.4,42.57,43.17,1163300
2021-03-01,43.81,43.81,42.86,43.11,1200200
2021-03-02,43.33,43.56,43.01,43.43,571000
2021-03-03,43.75,43.81,43.43,43.56,755600
2021-03-04,43.62,43.72,41.58,42.47,893000
2021-03-05,42.31,42.34,41.7,42.28,844200
2021-03-08,42.28,42.63,41.8,41.83,750000
2021-03-09,41.58,41.58,40.9,40.97,1485600
2021-03-10,41.26,41.8,40.62,41.74,724600
2021-03-11,42.28,42.5,42.06,42.38,513500
2021-03-12,42.54,42.54,41.74,41.93,414300
2021-03-15,41.93,42.82,41.77,42.44,766800
2021-03-16,42.44,42.7,42.09,42.6,605800
2021-03-17,42.7,42.7,42.47,42.47,521000
2021-03-18,42.7,42.79,39.98,42.73,914000
2021-03-19,42.54,42.7,42.22,42.54,376700
2021-03-22,42.47,42.54,42.06,42.18,377300
2021-03-23,41.9,42.22,41.58,41.9,625000
2021-03-24,41.42,41.86,40.97,41.54,528300
2021-03-25,41.42,41.83,41.16,41.19,506500
