horizon,n,mae,rmse,mape,smape,direction_acc,naive_mae,naive_rmse
1,7487,937.693250276526,68870.16350145401,1500.874433393308,78.75921079675113,49.565914251369044,0.6622119033373259,1.2601200458950457
